cell,species,Habitat
2834818,Abies nordmanniana,DryRich
2834819,Abies nordmanniana,DryRich
2836090,Abies nordmanniana,DryRich
2836620,Abies nordmanniana,DryRich
2836621,Abies nordmanniana,DryRich
2837116,Abies nordmanniana,DryRich
2837117,Abies nordmanniana,DryRich
2837118,Abies nordmanniana,DryRich
2839416,Abies nordmanniana,DryRich
2839417,Abies nordmanniana,DryRich
2841719,Abies nordmanniana,DryRich
2843234,Abies nordmanniana,DryRich
2844017,Abies nordmanniana,DryRich
2845533,Abies nordmanniana,DryRich
2845534,Abies nordmanniana,DryRich
2845835,Abies nordmanniana,DryRich
2845836,Abies nordmanniana,DryRich
2845837,Abies nordmanniana,DryRich
2847833,Abies nordmanniana,DryRich
2847836,Abies nordmanniana,DryRich
2848135,Abies nordmanniana,DryRich
2848136,Abies nordmanniana,DryRich
2848138,Abies nordmanniana,DryRich
2848648,Abies nordmanniana,DryRich
2850434,Abies nordmanniana,DryRich
2850435,Abies nordmanniana,DryRich
2850437,Abies nordmanniana,DryRich
2850438,Abies nordmanniana,DryRich
2850947,Abies nordmanniana,DryRich
2850948,Abies nordmanniana,DryRich
2850949,Abies nordmanniana,DryRich
2852737,Abies nordmanniana,DryRich
2855019,Abies nordmanniana,DryRich
2855020,Abies nordmanniana,DryRich
2855021,Abies nordmanniana,DryRich
2855022,Abies nordmanniana,DryRich
2855036,Abies nordmanniana,DryRich
2857319,Abies nordmanniana,DryRich
2857320,Abies nordmanniana,DryRich
2857321,Abies nordmanniana,DryRich
2857322,Abies nordmanniana,DryRich
2857323,Abies nordmanniana,DryRich
2859622,Abies nordmanniana,DryRich
2859623,Abies nordmanniana,DryRich
2860147,Abies nordmanniana,DryRich
2864737,Abies nordmanniana,DryRich
2867033,Abies nordmanniana,DryRich
2867036,Abies nordmanniana,DryRich
2867037,Abies nordmanniana,DryRich
2867038,Abies nordmanniana,DryRich
2869333,Abies nordmanniana,DryRich
2871637,Abies nordmanniana,DryRich
2873936,Abies nordmanniana,DryRich
2879690,Abies nordmanniana,DryRich
2880823,Abies nordmanniana,DryRich
2883123,Abies nordmanniana,DryRich
2883124,Abies nordmanniana,DryRich
2883125,Abies nordmanniana,DryRich
2883126,Abies nordmanniana,DryRich
2883169,Abies nordmanniana,DryRich
2884864,Abies nordmanniana,DryRich
2885425,Abies nordmanniana,DryRich
2889270,Abies nordmanniana,DryRich
2889271,Abies nordmanniana,DryRich
2891571,Abies nordmanniana,DryRich
2893871,Abies nordmanniana,DryRich
2896169,Abies nordmanniana,DryRich
2896171,Abies nordmanniana,DryRich
2898469,Abies nordmanniana,DryRich
2898470,Abies nordmanniana,DryRich
2898471,Abies nordmanniana,DryRich
2907972,Abies nordmanniana,DryRich
2910269,Abies nordmanniana,DryRich
2910270,Abies nordmanniana,DryRich
2910271,Abies nordmanniana,DryRich
2910272,Abies nordmanniana,DryRich
2912570,Abies nordmanniana,DryRich
2912571,Abies nordmanniana,DryRich
2926241,Abies nordmanniana,DryRich
2926242,Abies nordmanniana,DryRich
2926243,Abies nordmanniana,DryRich
2926244,Abies nordmanniana,DryRich
2928311,Abies nordmanniana,DryRich
2928312,Abies nordmanniana,DryRich
2928540,Abies nordmanniana,DryRich
2928542,Abies nordmanniana,DryRich
2928543,Abies nordmanniana,DryRich
2930610,Abies nordmanniana,DryRich
2930611,Abies nordmanniana,DryRich
2930612,Abies nordmanniana,DryRich
2930614,Abies nordmanniana,DryRich
2930840,Abies nordmanniana,DryRich
2930841,Abies nordmanniana,DryRich
2930842,Abies nordmanniana,DryRich
2930843,Abies nordmanniana,DryRich
2930844,Abies nordmanniana,DryRich
2932810,Abies nordmanniana,DryRich
2932811,Abies nordmanniana,DryRich
2932910,Abies nordmanniana,DryRich
2932991,Abies nordmanniana,DryRich
2933141,Abies nordmanniana,DryRich
2933142,Abies nordmanniana,DryRich
2933143,Abies nordmanniana,DryRich
2933144,Abies nordmanniana,DryRich
2933177,Abies nordmanniana,DryRich
2933179,Abies nordmanniana,DryRich
2935109,Abies nordmanniana,DryRich
2935110,Abies nordmanniana,DryRich
2935210,Abies nordmanniana,DryRich
2935211,Abies nordmanniana,DryRich
2935212,Abies nordmanniana,DryRich
2935213,Abies nordmanniana,DryRich
2935477,Abies nordmanniana,DryRich
2935478,Abies nordmanniana,DryRich
2935479,Abies nordmanniana,DryRich
2935480,Abies nordmanniana,DryRich
2937360,Abies nordmanniana,DryRich
2937361,Abies nordmanniana,DryRich
2937362,Abies nordmanniana,DryRich
2937409,Abies nordmanniana,DryRich
2937410,Abies nordmanniana,DryRich
2937411,Abies nordmanniana,DryRich
2937412,Abies nordmanniana,DryRich
2937413,Abies nordmanniana,DryRich
2937513,Abies nordmanniana,DryRich
2937776,Abies nordmanniana,DryRich
2937777,Abies nordmanniana,DryRich
2937779,Abies nordmanniana,DryRich
2937780,Abies nordmanniana,DryRich
2939660,Abies nordmanniana,DryRich
2939709,Abies nordmanniana,DryRich
2939711,Abies nordmanniana,DryRich
2939713,Abies nordmanniana,DryRich
2940076,Abies nordmanniana,DryRich
2940077,Abies nordmanniana,DryRich
2940078,Abies nordmanniana,DryRich
2940080,Abies nordmanniana,DryRich
2942012,Abies nordmanniana,DryRich
2942377,Abies nordmanniana,DryRich
2942378,Abies nordmanniana,DryRich
2942379,Abies nordmanniana,DryRich
2953668,Abies nordmanniana,DryRich
2955970,Abies nordmanniana,DryRich
2958267,Abies nordmanniana,DryRich
2960570,Abies nordmanniana,DryRich
2960571,Abies nordmanniana,DryRich
2962870,Abies nordmanniana,DryRich
2967445,Abies nordmanniana,DryRich
2967446,Abies nordmanniana,DryRich
2968170,Abies nordmanniana,DryRich
2968171,Abies nordmanniana,DryRich
2969745,Abies nordmanniana,DryRich
2969746,Abies nordmanniana,DryRich
2970469,Abies nordmanniana,DryRich
2970470,Abies nordmanniana,DryRich
2970471,Abies nordmanniana,DryRich
2972044,Abies nordmanniana,DryRich
2972045,Abies nordmanniana,DryRich
2972047,Abies nordmanniana,DryRich
2974344,Abies nordmanniana,DryRich
2974345,Abies nordmanniana,DryRich
2974347,Abies nordmanniana,DryRich
2974348,Abies nordmanniana,DryRich
2974358,Abies nordmanniana,DryRich
2976422,Abies nordmanniana,DryRich
2976423,Abies nordmanniana,DryRich
2976658,Abies nordmanniana,DryRich
2977369,Abies nordmanniana,DryRich
2978721,Abies nordmanniana,DryRich
2978722,Abies nordmanniana,DryRich
2978723,Abies nordmanniana,DryRich
2978724,Abies nordmanniana,DryRich
2978725,Abies nordmanniana,DryRich
2978957,Abies nordmanniana,DryRich
2979793,Abies nordmanniana,DryRich
2979794,Abies nordmanniana,DryRich
2979795,Abies nordmanniana,DryRich
2981013,Abies nordmanniana,DryRich
2981014,Abies nordmanniana,DryRich
2981016,Abies nordmanniana,DryRich
2981020,Abies nordmanniana,DryRich
2981021,Abies nordmanniana,DryRich
2981022,Abies nordmanniana,DryRich
2981023,Abies nordmanniana,DryRich
2981024,Abies nordmanniana,DryRich
2981025,Abies nordmanniana,DryRich
2981026,Abies nordmanniana,DryRich
2981257,Abies nordmanniana,DryRich
2982092,Abies nordmanniana,DryRich
2982094,Abies nordmanniana,DryRich
2983312,Abies nordmanniana,DryRich
2983313,Abies nordmanniana,DryRich
2983314,Abies nordmanniana,DryRich
2983315,Abies nordmanniana,DryRich
2983316,Abies nordmanniana,DryRich
2983324,Abies nordmanniana,DryRich
2983325,Abies nordmanniana,DryRich
2983326,Abies nordmanniana,DryRich
2983558,Abies nordmanniana,DryRich
2983559,Abies nordmanniana,DryRich
2983560,Abies nordmanniana,DryRich
2984392,Abies nordmanniana,DryRich
2984393,Abies nordmanniana,DryRich
2984394,Abies nordmanniana,DryRich
2984395,Abies nordmanniana,DryRich
2984396,Abies nordmanniana,DryRich
2985615,Abies nordmanniana,DryRich
2985621,Abies nordmanniana,DryRich
2985624,Abies nordmanniana,DryRich
2985625,Abies nordmanniana,DryRich
2985626,Abies nordmanniana,DryRich
2985914,Abies nordmanniana,DryRich
2985917,Abies nordmanniana,DryRich
2986693,Abies nordmanniana,DryRich
2986694,Abies nordmanniana,DryRich
2986695,Abies nordmanniana,DryRich
2986696,Abies nordmanniana,DryRich
2987913,Abies nordmanniana,DryRich
2987915,Abies nordmanniana,DryRich
2987916,Abies nordmanniana,DryRich
2987925,Abies nordmanniana,DryRich
2988994,Abies nordmanniana,DryRich
2988995,Abies nordmanniana,DryRich
2990214,Abies nordmanniana,DryRich
2997534,Abies nordmanniana,DryRich
2997535,Abies nordmanniana,DryRich
2997536,Abies nordmanniana,DryRich
2997537,Abies nordmanniana,DryRich
2997538,Abies nordmanniana,DryRich
2999834,Abies nordmanniana,DryRich
2999835,Abies nordmanniana,DryRich
2999838,Abies nordmanniana,DryRich
3002134,Abies nordmanniana,DryRich
3002136,Abies nordmanniana,DryRich
3002137,Abies nordmanniana,DryRich
3002138,Abies nordmanniana,DryRich
3004437,Abies nordmanniana,DryRich
3011442,Abies nordmanniana,DryRich
3011443,Abies nordmanniana,DryRich
3011444,Abies nordmanniana,DryRich
3011445,Abies nordmanniana,DryRich
3013742,Abies nordmanniana,DryRich
3013744,Abies nordmanniana,DryRich
3013745,Abies nordmanniana,DryRich
3016041,Abies nordmanniana,DryRich
3016042,Abies nordmanniana,DryRich
3016043,Abies nordmanniana,DryRich
3018225,Abies nordmanniana,DryRich
3018257,Abies nordmanniana,DryRich
3018258,Abies nordmanniana,DryRich
3018259,Abies nordmanniana,DryRich
3018343,Abies nordmanniana,DryRich
3020523,Abies nordmanniana,DryRich
3020524,Abies nordmanniana,DryRich
3020526,Abies nordmanniana,DryRich
3020556,Abies nordmanniana,DryRich
3020557,Abies nordmanniana,DryRich
3020558,Abies nordmanniana,DryRich
3020559,Abies nordmanniana,DryRich
3022824,Abies nordmanniana,DryRich
3022826,Abies nordmanniana,DryRich
3022827,Abies nordmanniana,DryRich
3022859,Abies nordmanniana,DryRich
3025124,Abies nordmanniana,DryRich
3025126,Abies nordmanniana,DryRich
3025127,Abies nordmanniana,DryRich
3025157,Abies nordmanniana,DryRich
3025158,Abies nordmanniana,DryRich
3025159,Abies nordmanniana,DryRich
3027424,Abies nordmanniana,DryRich
3027425,Abies nordmanniana,DryRich
3027457,Abies nordmanniana,DryRich
3029738,Abies nordmanniana,DryRich
3029739,Abies nordmanniana,DryRich
3032037,Abies nordmanniana,DryRich
3032038,Abies nordmanniana,DryRich
3032039,Abies nordmanniana,DryRich
3034336,Abies nordmanniana,DryRich
3034337,Abies nordmanniana,DryRich
3034338,Abies nordmanniana,DryRich
3034339,Abies nordmanniana,DryRich
3034340,Abies nordmanniana,DryRich
3036395,Abies nordmanniana,DryRich
3036396,Abies nordmanniana,DryRich
3036639,Abies nordmanniana,DryRich
3036640,Abies nordmanniana,DryRich
3038694,Abies nordmanniana,DryRich
3038695,Abies nordmanniana,DryRich
3038696,Abies nordmanniana,DryRich
3038697,Abies nordmanniana,DryRich
3038937,Abies nordmanniana,DryRich
3038938,Abies nordmanniana,DryRich
3038939,Abies nordmanniana,DryRich
3040993,Abies nordmanniana,DryRich
3040994,Abies nordmanniana,DryRich
3040995,Abies nordmanniana,DryRich
3043294,Abies nordmanniana,DryRich
3043296,Abies nordmanniana,DryRich
3043297,Abies nordmanniana,DryRich
3045594,Abies nordmanniana,DryRich
3045595,Abies nordmanniana,DryRich
3045596,Abies nordmanniana,DryRich
3045597,Abies nordmanniana,DryRich
3050457,Abies nordmanniana,DryRich
3052757,Abies nordmanniana,DryRich
3052758,Abies nordmanniana,DryRich
3052759,Abies nordmanniana,DryRich
3052760,Abies nordmanniana,DryRich
3055020,Abies nordmanniana,DryRich
3055022,Abies nordmanniana,DryRich
3055023,Abies nordmanniana,DryRich
3055058,Abies nordmanniana,DryRich
3055059,Abies nordmanniana,DryRich
3057319,Abies nordmanniana,DryRich
3059619,Abies nordmanniana,DryRich
3059620,Abies nordmanniana,DryRich
3061654,Abies nordmanniana,DryRich
3061657,Abies nordmanniana,DryRich
3063874,Abies nordmanniana,DryRich
3063875,Abies nordmanniana,DryRich
3063876,Abies nordmanniana,DryRich
3063956,Abies nordmanniana,DryRich
3064270,Abies nordmanniana,DryRich
3066173,Abies nordmanniana,DryRich
3066174,Abies nordmanniana,DryRich
3066175,Abies nordmanniana,DryRich
3066176,Abies nordmanniana,DryRich
3066177,Abies nordmanniana,DryRich
3066256,Abies nordmanniana,DryRich
3067263,Abies nordmanniana,DryRich
3068474,Abies nordmanniana,DryRich
3068476,Abies nordmanniana,DryRich
3068477,Abies nordmanniana,DryRich
3069561,Abies nordmanniana,DryRich
3069563,Abies nordmanniana,DryRich
3069564,Abies nordmanniana,DryRich
3070773,Abies nordmanniana,DryRich
3070775,Abies nordmanniana,DryRich
3070776,Abies nordmanniana,DryRich
3070777,Abies nordmanniana,DryRich
3071169,Abies nordmanniana,DryRich
3071862,Abies nordmanniana,DryRich
3071864,Abies nordmanniana,DryRich
3073074,Abies nordmanniana,DryRich
3073075,Abies nordmanniana,DryRich
3073076,Abies nordmanniana,DryRich
3074164,Abies nordmanniana,DryRich
3074165,Abies nordmanniana,DryRich
3082700,Abies nordmanniana,DryRich
3082701,Abies nordmanniana,DryRich
3087304,Abies nordmanniana,DryRich
3089508,Abies nordmanniana,DryRich
3089509,Abies nordmanniana,DryRich
3089510,Abies nordmanniana,DryRich
3089602,Abies nordmanniana,DryRich
3089603,Abies nordmanniana,DryRich
3091901,Abies nordmanniana,DryRich
3091902,Abies nordmanniana,DryRich
3093784,Abies nordmanniana,DryRich
3093785,Abies nordmanniana,DryRich
3093786,Abies nordmanniana,DryRich
3094233,Abies nordmanniana,DryRich
3096083,Abies nordmanniana,DryRich
3096084,Abies nordmanniana,DryRich
3096086,Abies nordmanniana,DryRich
3096087,Abies nordmanniana,DryRich
3096407,Abies nordmanniana,DryRich
3096408,Abies nordmanniana,DryRich
3096533,Abies nordmanniana,DryRich
3096537,Abies nordmanniana,DryRich
3098383,Abies nordmanniana,DryRich
3098384,Abies nordmanniana,DryRich
3098386,Abies nordmanniana,DryRich
3098387,Abies nordmanniana,DryRich
3098833,Abies nordmanniana,DryRich
3098835,Abies nordmanniana,DryRich
3100267,Abies nordmanniana,DryRich
3100683,Abies nordmanniana,DryRich
3100684,Abies nordmanniana,DryRich
3100686,Abies nordmanniana,DryRich
3100687,Abies nordmanniana,DryRich
3102564,Abies nordmanniana,DryRich
3102984,Abies nordmanniana,DryRich
3104864,Abies nordmanniana,DryRich
3107974,Abies nordmanniana,DryRich
3107975,Abies nordmanniana,DryRich
3107976,Abies nordmanniana,DryRich
3110006,Abies nordmanniana,DryRich
3110273,Abies nordmanniana,DryRich
3110274,Abies nordmanniana,DryRich
3110275,Abies nordmanniana,DryRich
3112573,Abies nordmanniana,DryRich
3112574,Abies nordmanniana,DryRich
3112577,Abies nordmanniana,DryRich
3114831,Abies nordmanniana,DryRich
3114833,Abies nordmanniana,DryRich
3114834,Abies nordmanniana,DryRich
3114873,Abies nordmanniana,DryRich
3114874,Abies nordmanniana,DryRich
3114875,Abies nordmanniana,DryRich
3114876,Abies nordmanniana,DryRich
3117133,Abies nordmanniana,DryRich
3117174,Abies nordmanniana,DryRich
3117175,Abies nordmanniana,DryRich
3117208,Abies nordmanniana,DryRich
3117210,Abies nordmanniana,DryRich
3119508,Abies nordmanniana,DryRich
3119510,Abies nordmanniana,DryRich
3121771,Abies nordmanniana,DryRich
3121773,Abies nordmanniana,DryRich
3121774,Abies nordmanniana,DryRich
3121809,Abies nordmanniana,DryRich
3121810,Abies nordmanniana,DryRich
3121811,Abies nordmanniana,DryRich
3121813,Abies nordmanniana,DryRich
3122316,Abies nordmanniana,DryRich
3122317,Abies nordmanniana,DryRich
3124067,Abies nordmanniana,DryRich
3124071,Abies nordmanniana,DryRich
3124072,Abies nordmanniana,DryRich
3124073,Abies nordmanniana,DryRich
3124074,Abies nordmanniana,DryRich
3124108,Abies nordmanniana,DryRich
3124109,Abies nordmanniana,DryRich
3124111,Abies nordmanniana,DryRich
3124113,Abies nordmanniana,DryRich
3124616,Abies nordmanniana,DryRich
3126366,Abies nordmanniana,DryRich
3126367,Abies nordmanniana,DryRich
3126368,Abies nordmanniana,DryRich
3126369,Abies nordmanniana,DryRich
3126372,Abies nordmanniana,DryRich
3126373,Abies nordmanniana,DryRich
3126375,Abies nordmanniana,DryRich
3126409,Abies nordmanniana,DryRich
3126410,Abies nordmanniana,DryRich
3126915,Abies nordmanniana,DryRich
3126916,Abies nordmanniana,DryRich
3126917,Abies nordmanniana,DryRich
3128661,Abies nordmanniana,DryRich
3128662,Abies nordmanniana,DryRich
3128667,Abies nordmanniana,DryRich
3128668,Abies nordmanniana,DryRich
3128669,Abies nordmanniana,DryRich
3128672,Abies nordmanniana,DryRich
3128674,Abies nordmanniana,DryRich
3130960,Abies nordmanniana,DryRich
3130961,Abies nordmanniana,DryRich
3130962,Abies nordmanniana,DryRich
3130963,Abies nordmanniana,DryRich
3130964,Abies nordmanniana,DryRich
3130967,Abies nordmanniana,DryRich
3130968,Abies nordmanniana,DryRich
3130969,Abies nordmanniana,DryRich
3133260,Abies nordmanniana,DryRich
3133261,Abies nordmanniana,DryRich
3133262,Abies nordmanniana,DryRich
3133267,Abies nordmanniana,DryRich
3133268,Abies nordmanniana,DryRich
3133269,Abies nordmanniana,DryRich
3135560,Abies nordmanniana,DryRich
3135562,Abies nordmanniana,DryRich
3135563,Abies nordmanniana,DryRich
3137634,Abies nordmanniana,DryRich
3137861,Abies nordmanniana,DryRich
3137862,Abies nordmanniana,DryRich
3139934,Abies nordmanniana,DryRich
3139935,Abies nordmanniana,DryRich
3139936,Abies nordmanniana,DryRich
3142232,Abies nordmanniana,DryRich
3142234,Abies nordmanniana,DryRich
3142235,Abies nordmanniana,DryRich
3142236,Abies nordmanniana,DryRich
3144480,Abies nordmanniana,DryRich
3144532,Abies nordmanniana,DryRich
3144533,Abies nordmanniana,DryRich
3144536,Abies nordmanniana,DryRich
3144778,Abies nordmanniana,DryRich
3144779,Abies nordmanniana,DryRich
3146777,Abies nordmanniana,DryRich
3146778,Abies nordmanniana,DryRich
3146780,Abies nordmanniana,DryRich
3146781,Abies nordmanniana,DryRich
3146833,Abies nordmanniana,DryRich
3146834,Abies nordmanniana,DryRich
3146836,Abies nordmanniana,DryRich
3147078,Abies nordmanniana,DryRich
3147079,Abies nordmanniana,DryRich
3147672,Abies nordmanniana,DryRich
3147673,Abies nordmanniana,DryRich
3149078,Abies nordmanniana,DryRich
3149079,Abies nordmanniana,DryRich
3149080,Abies nordmanniana,DryRich
3149081,Abies nordmanniana,DryRich
3149376,Abies nordmanniana,DryRich
3149377,Abies nordmanniana,DryRich
3149380,Abies nordmanniana,DryRich
3149972,Abies nordmanniana,DryRich
3151377,Abies nordmanniana,DryRich
3151381,Abies nordmanniana,DryRich
3151676,Abies nordmanniana,DryRich
3151677,Abies nordmanniana,DryRich
3153678,Abies nordmanniana,DryRich
3153679,Abies nordmanniana,DryRich
3153680,Abies nordmanniana,DryRich
3153978,Abies nordmanniana,DryRich
3154572,Abies nordmanniana,DryRich
3154574,Abies nordmanniana,DryRich
3156872,Abies nordmanniana,DryRich
3156873,Abies nordmanniana,DryRich
3156874,Abies nordmanniana,DryRich
3158570,Abies nordmanniana,DryRich
3158571,Abies nordmanniana,DryRich
3160868,Abies nordmanniana,DryRich
3160869,Abies nordmanniana,DryRich
3160870,Abies nordmanniana,DryRich
3160872,Abies nordmanniana,DryRich
3162792,Abies nordmanniana,DryRich
3162895,Abies nordmanniana,DryRich
3163168,Abies nordmanniana,DryRich
3163172,Abies nordmanniana,DryRich
3163798,Abies nordmanniana,DryRich
3163799,Abies nordmanniana,DryRich
3163854,Abies nordmanniana,DryRich
3163855,Abies nordmanniana,DryRich
3165090,Abies nordmanniana,DryRich
3165091,Abies nordmanniana,DryRich
3165092,Abies nordmanniana,DryRich
3165093,Abies nordmanniana,DryRich
3165194,Abies nordmanniana,DryRich
3165195,Abies nordmanniana,DryRich
3165468,Abies nordmanniana,DryRich
3165471,Abies nordmanniana,DryRich
3166097,Abies nordmanniana,DryRich
3166098,Abies nordmanniana,DryRich
3166099,Abies nordmanniana,DryRich
3166101,Abies nordmanniana,DryRich
3166112,Abies nordmanniana,DryRich
3166113,Abies nordmanniana,DryRich
3166114,Abies nordmanniana,DryRich
3166153,Abies nordmanniana,DryRich
3166155,Abies nordmanniana,DryRich
3166156,Abies nordmanniana,DryRich
3167390,Abies nordmanniana,DryRich
3167391,Abies nordmanniana,DryRich
3167392,Abies nordmanniana,DryRich
3167393,Abies nordmanniana,DryRich
3167394,Abies nordmanniana,DryRich
3167495,Abies nordmanniana,DryRich
3167770,Abies nordmanniana,DryRich
3168397,Abies nordmanniana,DryRich
3168398,Abies nordmanniana,DryRich
3168400,Abies nordmanniana,DryRich
3168401,Abies nordmanniana,DryRich
3168412,Abies nordmanniana,DryRich
3168413,Abies nordmanniana,DryRich
3168414,Abies nordmanniana,DryRich
3168415,Abies nordmanniana,DryRich
3168453,Abies nordmanniana,DryRich
3168454,Abies nordmanniana,DryRich
3168455,Abies nordmanniana,DryRich
3168456,Abies nordmanniana,DryRich
3169690,Abies nordmanniana,DryRich
3169691,Abies nordmanniana,DryRich
3169693,Abies nordmanniana,DryRich
3169794,Abies nordmanniana,DryRich
3170697,Abies nordmanniana,DryRich
3170698,Abies nordmanniana,DryRich
3170699,Abies nordmanniana,DryRich
3170700,Abies nordmanniana,DryRich
3170701,Abies nordmanniana,DryRich
3170712,Abies nordmanniana,DryRich
3170715,Abies nordmanniana,DryRich
3170716,Abies nordmanniana,DryRich
3170753,Abies nordmanniana,DryRich
3170754,Abies nordmanniana,DryRich
3170755,Abies nordmanniana,DryRich
3170756,Abies nordmanniana,DryRich
3171992,Abies nordmanniana,DryRich
3171993,Abies nordmanniana,DryRich
3172094,Abies nordmanniana,DryRich
3172816,Abies nordmanniana,DryRich
3172817,Abies nordmanniana,DryRich
3172818,Abies nordmanniana,DryRich
3172819,Abies nordmanniana,DryRich
3172998,Abies nordmanniana,DryRich
3172999,Abies nordmanniana,DryRich
3173000,Abies nordmanniana,DryRich
3173012,Abies nordmanniana,DryRich
3173013,Abies nordmanniana,DryRich
3173053,Abies nordmanniana,DryRich
3173054,Abies nordmanniana,DryRich
3173055,Abies nordmanniana,DryRich
3174730,Abies nordmanniana,DryRich
3174731,Abies nordmanniana,DryRich
3175115,Abies nordmanniana,DryRich
3175116,Abies nordmanniana,DryRich
3175117,Abies nordmanniana,DryRich
3175118,Abies nordmanniana,DryRich
3175119,Abies nordmanniana,DryRich
3177031,Abies nordmanniana,DryRich
3177415,Abies nordmanniana,DryRich
3177416,Abies nordmanniana,DryRich
3177417,Abies nordmanniana,DryRich
3177418,Abies nordmanniana,DryRich
3177419,Abies nordmanniana,DryRich
3179333,Abies nordmanniana,DryRich
3179716,Abies nordmanniana,DryRich
3179717,Abies nordmanniana,DryRich
3179718,Abies nordmanniana,DryRich
3182017,Abies nordmanniana,DryRich
3183932,Abies nordmanniana,DryRich
3186005,Abies nordmanniana,DryRich
3186710,Abies nordmanniana,DryRich
3186711,Abies nordmanniana,DryRich
3186829,Abies nordmanniana,DryRich
3186832,Abies nordmanniana,DryRich
3188304,Abies nordmanniana,DryRich
3188306,Abies nordmanniana,DryRich
3188307,Abies nordmanniana,DryRich
3189011,Abies nordmanniana,DryRich
3189012,Abies nordmanniana,DryRich
3189129,Abies nordmanniana,DryRich
3189130,Abies nordmanniana,DryRich
3190605,Abies nordmanniana,DryRich
3190606,Abies nordmanniana,DryRich
3190607,Abies nordmanniana,DryRich
3190608,Abies nordmanniana,DryRich
3191310,Abies nordmanniana,DryRich
3191312,Abies nordmanniana,DryRich
3191313,Abies nordmanniana,DryRich
3191429,Abies nordmanniana,DryRich
3191430,Abies nordmanniana,DryRich
3191431,Abies nordmanniana,DryRich
3191432,Abies nordmanniana,DryRich
3192906,Abies nordmanniana,DryRich
3192908,Abies nordmanniana,DryRich
3193730,Abies nordmanniana,DryRich
3193731,Abies nordmanniana,DryRich
3193732,Abies nordmanniana,DryRich
3195206,Abies nordmanniana,DryRich
3195207,Abies nordmanniana,DryRich
3196030,Abies nordmanniana,DryRich
3204625,Abies nordmanniana,DryRich
3204626,Abies nordmanniana,DryRich
3206924,Abies nordmanniana,DryRich
3206925,Abies nordmanniana,DryRich
3206926,Abies nordmanniana,DryRich
3206927,Abies nordmanniana,DryRich
3208910,Abies nordmanniana,DryRich
3208911,Abies nordmanniana,DryRich
3209224,Abies nordmanniana,DryRich
3209225,Abies nordmanniana,DryRich
3209226,Abies nordmanniana,DryRich
3209227,Abies nordmanniana,DryRich
3209228,Abies nordmanniana,DryRich
3211209,Abies nordmanniana,DryRich
3211210,Abies nordmanniana,DryRich
3211211,Abies nordmanniana,DryRich
3211212,Abies nordmanniana,DryRich
3211525,Abies nordmanniana,DryRich
3211527,Abies nordmanniana,DryRich
3211528,Abies nordmanniana,DryRich
3213510,Abies nordmanniana,DryRich
3213512,Abies nordmanniana,DryRich
3213513,Abies nordmanniana,DryRich
3213825,Abies nordmanniana,DryRich
3213826,Abies nordmanniana,DryRich
3213827,Abies nordmanniana,DryRich
3215810,Abies nordmanniana,DryRich
3215811,Abies nordmanniana,DryRich
3215812,Abies nordmanniana,DryRich
3215813,Abies nordmanniana,DryRich
3217645,Abies nordmanniana,DryRich
3217646,Abies nordmanniana,DryRich
3217647,Abies nordmanniana,DryRich
3217648,Abies nordmanniana,DryRich
3218111,Abies nordmanniana,DryRich
3218113,Abies nordmanniana,DryRich
3219945,Abies nordmanniana,DryRich
3219946,Abies nordmanniana,DryRich
3219947,Abies nordmanniana,DryRich
3219948,Abies nordmanniana,DryRich
3219949,Abies nordmanniana,DryRich
3220410,Abies nordmanniana,DryRich
3220411,Abies nordmanniana,DryRich
3220413,Abies nordmanniana,DryRich
3222245,Abies nordmanniana,DryRich
3222247,Abies nordmanniana,DryRich
3222248,Abies nordmanniana,DryRich
3222249,Abies nordmanniana,DryRich
3222711,Abies nordmanniana,DryRich
3223602,Abies nordmanniana,DryRich
3223603,Abies nordmanniana,DryRich
3223604,Abies nordmanniana,DryRich
3224545,Abies nordmanniana,DryRich
3224546,Abies nordmanniana,DryRich
3225902,Abies nordmanniana,DryRich
3225903,Abies nordmanniana,DryRich
3225904,Abies nordmanniana,DryRich
3225905,Abies nordmanniana,DryRich
3228201,Abies nordmanniana,DryRich
3228202,Abies nordmanniana,DryRich
3228203,Abies nordmanniana,DryRich
3230501,Abies nordmanniana,DryRich
3230502,Abies nordmanniana,DryRich
3230503,Abies nordmanniana,DryRich
3230505,Abies nordmanniana,DryRich
3232802,Abies nordmanniana,DryRich
3238891,Abies nordmanniana,DryRich
3238892,Abies nordmanniana,DryRich
3241192,Abies nordmanniana,DryRich
3241193,Abies nordmanniana,DryRich
3243493,Abies nordmanniana,DryRich
3243825,Abies nordmanniana,DryRich
3245792,Abies nordmanniana,DryRich
3245793,Abies nordmanniana,DryRich
3246124,Abies nordmanniana,DryRich
3246125,Abies nordmanniana,DryRich
3247455,Abies nordmanniana,DryRich
3248424,Abies nordmanniana,DryRich
3250211,Abies nordmanniana,DryRich
3250212,Abies nordmanniana,DryRich
3250215,Abies nordmanniana,DryRich
3250601,Abies nordmanniana,DryRich
3250602,Abies nordmanniana,DryRich
3250724,Abies nordmanniana,DryRich
3250728,Abies nordmanniana,DryRich
3252512,Abies nordmanniana,DryRich
3252513,Abies nordmanniana,DryRich
3252514,Abies nordmanniana,DryRich
3252515,Abies nordmanniana,DryRich
3252900,Abies nordmanniana,DryRich
3252901,Abies nordmanniana,DryRich
3252902,Abies nordmanniana,DryRich
3254812,Abies nordmanniana,DryRich
